,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,euclidean distance,close/far,% optimal genes,quality,fitness
1,3.060058040402483,3.060058040402483,3.060058040402483,3.060058040402483,3.060058040402483,3.060058040402483,3.060058040402483,3.060058040402483,5.826724040025865,close,0.0,best,27847.090546887168
2,-2.059265253860022,-2.059265253860022,-2.059265253860022,-2.059265253860022,-2.059265253860022,-2.059265253860022,-2.059265253860022,-2.059265253860022,8.652908825811226,far,0.0,best,27847.090546886433
3,3.082253818294728,3.082253818294728,3.082253818294728,3.082253818294728,3.082253818294728,3.082253818294728,1.0,1.0,5.100459369784044,close,0.25,best,27847.090546886924
4,-2.2361586356774947,-2.2361586356774947,-2.2361586356774947,-2.2361586356774947,-2.2361586356774947,-2.2361586356774947,1.0,1.0,7.926937384111227,far,0.25,best,27847.09054688656
5,3.3195587321765108,3.3195587321765108,3.3195587321765108,3.3195587321765108,1.0,1.0,1.0,1.0,4.6391174643530215,close,0.5,best,27847.090546886928
6,-2.554749289163579,-2.554749289163579,-2.554749289163579,-2.554749289163579,1.0,1.0,1.0,1.0,7.109498578327158,far,0.5,best,27847.090546886557
7,3.7540613580859854,3.7540613580859854,1.0,1.0,1.0,1.0,1.0,1.0,3.8948309242128656,close,0.75,best,27847.09054688733
8,-3.2375192778242208,-3.2375192778242208,1.0,1.0,1.0,1.0,1.0,1.0,5.992757233516457,far,0.75,best,27847.090546886753
9,3.7497572515176985,3.7497572515176985,3.7497572515176985,3.7497572515176985,3.7497572515176985,3.7497572515176985,3.7497572515176985,3.7497572515176985,7.77748799666019,close,0.0,lower quartile,74473.50969509667
10,-2.74927248985295,-2.74927248985295,-2.74927248985295,-2.74927248985295,-2.74927248985295,-2.74927248985295,-2.74927248985295,-2.74927248985295,10.604544008364769,far,0.0,lower quartile,74473.50969509673
11,3.7973316695010415,3.7973316695010415,3.7973316695010415,3.7973316695010415,3.7973316695010415,3.7973316695010415,1.0,1.0,6.852035231605345,close,0.25,lower quartile,74473.50969509709
12,-2.956199649663005,-2.956199649663005,-2.956199649663005,-2.956199649663005,-2.956199649663005,-2.956199649663005,1.0,1.0,9.690670462251934,far,0.25,lower quartile,74473.50969509703
13,4.1120138726004525,4.1120138726004525,4.1120138726004525,4.1120138726004525,1.0,1.0,1.0,1.0,6.224027745200905,close,0.5,lower quartile,74473.50969509735
14,-3.352963949689933,-3.352963949689933,-3.352963949689933,-3.352963949689933,1.0,1.0,1.0,1.0,8.705927899379866,far,0.5,lower quartile,74473.50969509677
15,4.69601818697424,4.69601818697424,1.0,1.0,1.0,1.0,1.0,1.0,5.226959046796588,close,0.75,lower quartile,74473.50969509702
16,-4.185909156614298,-4.185909156614298,1.0,1.0,1.0,1.0,1.0,1.0,7.333983062518759,far,0.75,lower quartile,74473.50969509683
17,3.856084168846696,3.856084168846696,3.856084168846696,3.856084168846696,3.856084168846696,3.856084168846696,3.856084168846696,3.856084168846696,8.078225933724172,close,0.0,median,84962.05896322092
18,-2.855630315637197,-2.855630315637197,-2.855630315637197,-2.855630315637197,-2.855630315637197,-2.855630315637197,-2.855630315637197,-2.855630315637197,10.905369367741962,far,0.0,median,84962.05896322097
19,3.90765403912624,3.90765403912624,3.90765403912624,3.90765403912624,3.90765403912624,3.90765403912624,1.0,1.0,7.1222687444018025,close,0.25,median,84962.05896322076
20,-3.067019591437137,-3.067019591437137,-3.067019591437137,-3.067019591437137,-3.067019591437137,-3.067019591437137,1.0,1.0,9.9621227729235,far,0.25,median,84962.0589632206
21,4.2342359313173175,4.2342359313173175,4.2342359313173175,4.2342359313173175,1.0,1.0,1.0,1.0,6.468471862634635,close,0.5,median,84962.0589632205
22,-3.4757634144359755,-3.4757634144359755,-3.4757634144359755,-3.4757634144359755,1.0,1.0,1.0,1.0,8.951526828871952,far,0.5,median,84962.05896322105
23,4.841312068780606,4.841312068780606,1.0,1.0,1.0,1.0,1.0,1.0,5.432435624976985,close,0.75,median,84962.05896322093
24,-4.331847996751756,-4.331847996751756,1.0,1.0,1.0,1.0,1.0,1.0,7.540371749518151,far,0.75,median,84962.05896322089
25,4.4139260452545885,4.4139260452545885,4.4139260452545885,4.4139260452545885,4.4139260452545885,4.4139260452545885,4.4139260452545885,4.4139260452545885,9.656041028275569,close,0.0,upper quartile,159030.05813355776
26,-3.4135943156960646,-3.4135943156960646,-3.4135943156960646,-3.4135943156960646,-3.4135943156960646,-3.4135943156960646,-3.4135943156960646,-3.4135943156960646,12.483529880140349,far,0.0,upper quartile,159030.0581335578
27,4.486673121154958,4.486673121154958,4.486673121154958,4.486673121154958,4.486673121154958,4.486673121154958,1.0,1.0,8.540570046706877,close,0.25,upper quartile,159030.05813355756
28,-3.6480040609147686,-3.6480040609147686,-3.6480040609147686,-3.6480040609147686,-3.6480040609147686,-3.6480040609147686,1.0,1.0,11.385238271625283,far,0.25,upper quartile,159030.05813355756
29,4.875598164656882,4.875598164656882,4.875598164656882,4.875598164656882,1.0,1.0,1.0,1.0,7.751196329313764,close,0.5,upper quartile,159030.0581335581
