,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,euclidean distance,close/far,% optimal genes,quality,fitness
1,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.18618560692385713,0.7447424276954286,close,0.0,best,98.10660543103151
2,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,2.0953398059305726,8.38135922372229,far,0.0,best,98.10660543103069
3,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,-0.2200155020259106,0.0,0.0,0.0,0.0,0.7621560559233008,close,0.25,best,98.10660543103036
4,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,-2.1394335009324683,0.0,0.0,0.0,0.0,7.411215046059984,far,0.25,best,98.10660543085228
5,-0.2850107979367003,-0.2850107979367003,-0.2850107979367003,-0.2850107979367003,-0.2850107979367003,-0.2850107979367003,-0.2850107979367003,-0.2850107979367003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8061322717297186,close,0.5,best,98.10660543103147
6,-3.1162760022561717,-3.1162760022561717,-3.1162760022561717,-3.1162760022561717,-3.1162760022561717,-3.1162760022561717,-3.1162760022561717,-3.1162760022561717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.814159572976976,far,0.5,best,98.10660543103168
7,-2.417389673366498,-2.417389673366498,-2.417389673366498,-2.417389673366498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.834779346732996,close,0.75,best,98.10660543103165
8,-4.199659814691287,-4.199659814691287,-4.199659814691287,-4.199659814691287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.399319629382575,far,0.75,best,98.10660543085305
9,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,-0.3556455124555159,1.4225820498220636,close,0.0,lower quartile,260.6008233916608
10,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,-4.022928787023472,16.091715148093886,far,0.0,lower quartile,260.6008233916265
11,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,-1.454842369672959,0.0,0.0,0.0,0.0,5.0397218025549355,close,0.25,lower quartile,260.60082339166325
