,gene_0,gene_1,gene_2,gene_3,euclidean distance,close/far,% optimal genes,quality,fitness
1,1.4710396483207915,1.4710396483207915,1.4710396483207915,1.4710396483207915,0.942079296641583,close,0.0,best,144.70624089057867
2,-0.46380288909743306,-0.46380288909743306,-0.46380288909743306,-0.46380288909743306,2.927605778194866,far,0.0,best,144.70624089059925
3,1.3884447163644806,1.3884447163644806,1.3884447163644806,1.0,0.6728059846749622,close,0.25,best,144.70624089058896
4,-0.4189838504136594,-0.4189838504136594,-0.4189838504136594,1.0,2.4577521240361735,far,0.25,best,144.7062408905917
5,1.4267748304297196,1.4267748304297196,1.0,1.0,0.6035507532731874,close,0.5,best,144.70624089059174
6,-0.622223714545959,-0.622223714545959,1.0,1.0,2.2941707783141556,far,0.5,best,144.7062408905992
7,1.4839020820544677,1.0,1.0,1.0,0.4839020820544677,close,0.75,best,144.7062408905983
8,-1.4755309282293443,1.0,1.0,1.0,2.475530928229344,far,0.75,best,144.7062408905992
9,3.5815261944035033,3.5815261944035033,3.5815261944035033,3.5815261944035033,5.163052388807007,close,0.0,lower quartile,25665.458576902434
10,-2.5809856034850363,-2.5809856034850363,-2.5809856034850363,-2.5809856034850363,7.1619712069700725,far,0.0,lower quartile,25665.458576902893
11,3.43480552631538,3.43480552631538,3.43480552631538,1.0,4.217206878127719,close,0.25,lower quartile,25665.458576902456
12,-2.751382134963185,-2.751382134963185,-2.751382134963185,1.0,6.497584456362444,far,0.25,lower quartile,25665.45857690258
13,3.6862119158957567,3.6862119158957567,1.0,1.0,3.7988773228679946,close,0.5,lower quartile,25665.458576902973
14,-3.168979658740362,-3.168979658740362,1.0,1.0,5.895827574648178,far,0.5,lower quartile,25665.458576902354
15,4.125214439724644,1.0,1.0,1.0,3.125214439724644,close,0.75,lower quartile,25665.45857690285
16,-4.124590212958217,1.0,1.0,1.0,5.124590212958217,far,0.75,lower quartile,25665.458576902958
17,4.1835684261493,4.1835684261493,4.1835684261493,4.1835684261493,6.3671368522986,close,0.0,median,53246.54723957789
18,-3.1831931154090216,-3.1831931154090216,-3.1831931154090216,-3.1831931154090216,8.366386230818044,far,0.0,median,53246.547239577936
19,4.032862454680276,4.032862454680276,4.032862454680276,1.0,5.2530718638743,close,0.25,median,53246.54723957846
20,-3.3545688956795754,-3.3545688956795754,-3.3545688956795754,1.0,7.542334572376124,far,0.25,median,53246.547239577994
21,4.347513103103274,4.347513103103274,1.0,1.0,4.7340984306302945,close,0.5,median,53246.54723957834
22,-3.835555921151897,-3.835555921151897,1.0,1.0,6.838508765306538,far,0.5,median,53246.547239578504
23,4.90631294534303,1.0,1.0,1.0,3.9063129453430303,close,0.75,median,53246.54723957791
24,-4.905879571773978,1.0,1.0,1.0,5.905879571773978,far,0.75,median,53246.547239577965
25,4.575953565354184,4.575953565354184,4.575953565354184,4.575953565354184,7.151907130708368,close,0.0,upper quartile,80366.59532986011
26,-3.5756480754379907,-3.5756480754379907,-3.5756480754379907,-3.5756480754379907,9.151296150875982,far,0.0,upper quartile,80366.59532986011
27,4.423369720692935,4.423369720692935,4.423369720692935,1.0,5.929450289333039,close,0.25,upper quartile,80366.5953298606
28,-3.7472408603480045,-3.7472408603480045,-3.7472408603480045,1.0,8.222462365889733,far,0.25,upper quartile,80366.5953298604
29,4.7793955571028,4.7793955571028,1.0,1.0,5.344872454427399,close,0.5,upper quartile,80366.5953298602
30,-4.269664481889042,-4.269664481889042,1.0,1.0,7.452430979443273,far,0.5,upper quartile,80366.59532986068
31,5.4171543469035415,1.0,1.0,1.0,4.4171543469035415,close,0.75,upper quartile,80366.59532986033
32,-5.4168015964245155,1.0,1.0,1.0,6.4168015964245155,far,0.75,upper quartile,80366.59532986015
33,6.655438441638144,6.655438441638144,6.655438441638144,6.655438441638144,11.310876883276288,close,0.0,worst,425113.78773224785
34,-5.655305616951894,-5.655305616951894,-5.655305616951894,-5.655305616951894,13.310611233903789,far,0.0,worst,425113.787732248
35,6.497324323224989,6.497324323224989,6.497324323224989,1.0,9.521645033509873,close,0.25,worst,425113.7877322481
36,-5.8265447379218775,-5.8265447379218775,-5.8265447379218775,1.0,11.823922326222657,far,0.25,worst,425113.78773224767
37,7.073654292178114,7.073654292178114,1.0,1.0,8.58944427316385,close,0.5,worst,425113.7877322477
38,-6.569424440180905,-6.569424440180905,1.0,1.0,10.704782702662207,far,0.5,worst,425113.787732248
39,8.136144373057823,1.0,1.0,1.0,7.136144373057823,close,0.75,worst,425113.7877322479
40,-8.135991000230005,1.0,1.0,1.0,9.135991000230005,far,0.75,worst,425113.7877322484
