,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,euclidean distance,close/far,% optimal genes,quality,fitness
1,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,1.732724929884243,6.973345258070877,equal,0.0,best,48.62754408825958
2,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,2.0007784094004863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48705950416742,equal,0.25,best,56.05606001894368
3,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,2.4504430957042667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.054045710901265,equal,0.5,best,64.8676523132871
4,3.465449859768486,3.465449859768486,3.465449859768486,3.465449859768486,3.465449859768486,3.465449859768486,3.465449859768486,3.465449859768486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.737914108436147,equal,0.75,best,76.35114296640748
5,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,2.7147915683594666,12.52875309521414,equal,0.0,lower quartile,156.96965412083793
6,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,3.134771285572129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.984932554873351,equal,0.25,lower quartile,168.6084734546098
7,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,3.839295054990083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.506082460450903,equal,0.5,lower quartile,182.41426342849954
8,5.429583136718933,5.429583136718933,5.429583136718933,5.429583136718933,5.429583136718933,5.429583136718933,5.429583136718933,5.429583136718933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.156493888480629,equal,0.75,lower quartile,200.40631921458942
9,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,2.8659462308012222,13.383812989778374,equal,0.0,median,179.12645014536034
10,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,3.3093096556721577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.835219470426468,equal,0.25,median,191.41329779486762
11,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,4.0530600286311405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.35227400354735,equal,0.5,median,205.98776907290113
12,5.7318924616024445,5.7318924616024445,5.7318924616024445,5.7318924616024445,5.7318924616024445,5.7318924616024445,5.7318924616024445,5.7318924616024445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.999386315385703,equal,0.75,median,224.9815898381799
13,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,2.978606549936176,14.021115994826104,equal,0.0,upper quartile,196.59169374036838
14,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,3.439398586831267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.469330919374798,equal,0.25,upper quartile,209.36153725437555
15,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,4.212385779893073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.983622087467262,equal,0.5,upper quartile,224.5089308600368
16,5.957213099872352,5.957213099872352,5.957213099872352,5.957213099872352,5.957213099872352,5.957213099872352,5.957213099872352,5.957213099872352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.628480365644869,equal,0.75,upper quartile,244.2493985393472
17,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,4.835703261775046,24.52644142091014,equal,0.0,worst,601.5463287733367
18,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,5.583789159813948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.94549845793031,equal,0.25,worst,622.2778933146035
19,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,6.8387171364140835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.433626539829373,equal,0.5,worst,646.869358967513
20,9.671406523550091,9.671406523550091,9.671406523550091,9.671406523550091,9.671406523550091,9.671406523550091,9.671406523550091,9.671406523550091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.056046917399758,equal,0.75,worst,678.9175809617374
