4.275085803960338993e+00,-1.522341402544934441e+00,2.508121031361555175e+00,2.259979853504514580e+00,3.833060912058098069e+00,1.236722070556088848e+00,2.509424340273371801e+00,-1.511016580221574701e+00
-2.300721082349739266e+00,3.958862181960668636e+00,-7.190881012870509181e-01,4.648400471483855156e+00,1.634414978184480782e+00,1.216957202091217827e+00,-3.852540270466247918e+00,4.494892587070712153e+00
-5.008786652005947637e-01,7.838961438713176744e-01,-9.186319723871883003e-01,-2.629730197569722705e+00,4.033795205622538127e+00,7.367948667228585435e-01,-4.971296729688409854e+00,1.171449136207238784e+00
-1.733550982279038477e+00,2.705810225760929555e-01,3.859420993107745002e+00,-1.427302399975002301e+00,4.085351509197991504e+00,1.233601157918027269e+00,-4.841787571534437618e+00,4.294372337437613041e+00
1.908969175169239474e+00,4.973228504514804804e+00,-3.276594916546714309e+00,-3.628642503711222211e+00,4.325954630371635190e+00,1.968181614899001675e+00,-4.339998272779375554e+00,2.554630526024663784e+00
2.538761884612463771e+00,4.230245355464833601e+00,2.115247586284717762e+00,-3.757290380278353048e+00,-4.801198661602043671e+00,-4.737890131222807000e+00,-4.716935119792053932e+00,-2.537889323969540811e+00
3.600279486828879882e+00,3.883106434165284337e-01,5.282197868576588018e-01,3.420308923596056871e+00,-3.758266848800888571e+00,-2.208163209888605039e+00,8.575927145828787790e-01,4.695957483196745663e+00
6.103021925570994988e-01,-4.813527106270569789e+00,3.006326726806163308e+00,-2.670257261589795483e+00,3.071051956187791365e+00,-1.121393559358282443e+00,3.635418545594286677e+00,2.471216427371846436e+00
5.624023399041888638e-01,-3.635447743393149800e+00,-4.400823104877883196e+00,-3.786565442592626507e+00,-4.554481214552382973e+00,-3.925058708939070939e+00,-2.742906613921452852e+00,2.129889803826766403e+00
5.971698205414244232e-01,-4.874440198408841241e+00,-4.280257203105132469e+00,4.672763300002720221e+00,6.810046191994212350e-01,-2.967067653390095039e+00,-2.476742554296765597e+00,2.438258540750929626e+00
-3.045705188906811856e+00,8.135892727325777507e-01,4.700199890883123288e+00,3.468288014900352323e+00,-2.601522408524138186e+00,-6.230285731270046590e-02,1.199557183813797501e+00,3.289808995501787514e+00
-3.432086053539157078e+00,-4.814237978225905046e+00,-4.299778562807777149e+00,-1.365488906296818961e-01,1.063294616533303483e+00,6.885143708648133742e-01,-1.826375906778392455e+00,4.886161544124488998e+00
7.974521924579691667e-01,-1.198588273764495948e+00,5.094821911789682023e-01,2.453344309065021100e+00,1.692328934531845963e+00,-2.350804423371906093e+00,-4.336651655715584752e+00,-1.299158020858937057e+00
1.297175070215644821e+00,-2.898259900851604343e+00,2.527555537388138873e+00,-4.334635186458850598e+00,-2.396849014214590401e+00,3.047545637433453969e+00,-3.065657173766722643e+00,1.394608808799401301e+00
2.467030912373369134e-01,4.248079703993506762e+00,-2.367032295128890240e+00,-4.340389093159762623e+00,2.350659632886694439e+00,2.721780295432467689e+00,4.078158525035240345e+00,4.319720691968372606e+00
-4.860484270244029403e+00,-2.656379138785794680e+00,1.167783570016576178e+00,4.490163206876164104e+00,4.501761192470796757e+00,5.665318819515641202e-01,4.156063497662745299e+00,1.415662089463375350e+00
-1.099922858587537577e+00,-1.400933290309025470e-01,1.043104829199732464e+00,4.954792150856257571e-01,4.261814267064536921e+00,4.187334356336060992e+00,-1.051243870764451138e+00,4.632625284407118293e+00
-3.260443333195356175e+00,-3.736704805603626944e+00,-3.649208419532686598e+00,5.662165676896702138e-02,-4.784751947258020444e+00,4.479702112176809692e+00,3.271154711707324747e+00,-4.849810192578775769e+00
-3.238037444249447283e+00,-1.679364256331630223e+00,-3.690031551890831096e+00,3.094906921265820898e+00,-1.552633473167065459e+00,4.401074823333671837e+00,8.201417994708004588e-01,3.788319844118440471e+00
