-8.297799529742599933e-01,2.203244934421580759e+00,-4.998856251826550690e+00,-1.976674273681602312e+00
-3.532441091828869340e+00,-4.076614052312022451e+00,-3.137397886223291188e+00,-1.544392729569522560e+00
-1.032325257693300635e+00,3.881673400335694524e-01,-8.080548559670519548e-01,1.852195003967594955e+00
-2.955477502684825453e+00,3.781174363909454161e+00,-4.726124068020737923e+00,1.704675101784022262e+00
-8.269519763287302982e-01,5.868982844575165725e-01,-3.596130614047662100e+00,-3.018985109151212320e+00
3.007445686755366943e+00,4.682615757193975270e+00,-1.865758218407571611e+00,1.923226156693140787e+00
3.763891522960383096e+00,3.946066635038473436e+00,-4.149557886302220666e+00,-4.609452167671176603e+00
-3.301695804354310759e+00,3.781425034294131571e+00,-4.016531661669499265e+00,-7.889237499494783368e-01
4.578895301505019333e+00,3.316528497301707290e-01,1.918771139504733547e+00,-1.844843689939370535e+00
1.865009276815836614e+00,3.346256718973728894e+00,-4.817117226558082166e+00,2.501443149449674941e+00
4.888610889064946896e+00,2.481656543798393955e+00,-2.195560079355947991e+00,2.892793284514885155e+00
-3.967739934223579734e+00,-5.210647382409483441e-01,4.085955030930955800e+00,-2.063858516263205267e+00
-2.122246614136512832e+00,-3.699714278817223256e+00,-4.806330421297029254e+00,1.788355329398909621e+00
-2.883718839999409589e+00,-2.344533406277737875e+00,-8.426840719661710111e-02,-4.466374548829196378e+00
7.411760549201307224e-01,-3.532714250941898726e+00,8.930553690328424388e-01,1.997583600209311694e+00
-3.976655711721741593e+00,-8.594401218043168367e-01,1.944001577277451043e+00,-8.582073047309735081e-01
-4.500465410539128186e+00,3.589640591551157556e-01,1.637946452197888147e+00,1.488911205830856233e-01
4.445947559908133506e+00,8.655504050199291921e-01,4.034019152878834724e+00,-3.625252958537624970e+00
-3.607236527492414524e+00,3.073912887095238133e+00,-1.023231630144664228e+00,-3.346458028830672227e+00
