-1.543207867039745329e+00,9.562509813494968203e-01,9.898528897341973831e-01,1.157042872039487635e+00,-4.408227928142776086e+00,2.503171845746858803e+00,4.482094981876252326e+00,3.467905717958874590e-01,-3.074439790449315701e+00,2.529259149799422346e+00,-4.926810306721361776e+00,-1.717438963492191606e+00,4.176063476443932387e+00,8.836733289387677104e-01,3.551902839041352955e+00,1.046720523491877497e+00,3.225781525238709868e+00,3.794835234293168824e+00,-1.790136254755467782e+00,-3.770452284478214899e+00,2.213033441865708273e+00,-5.965291316876175642e-01,-3.732642908579913765e+00,8.982364810988918702e-01,-4.639316854301400284e+00,-2.998178835890130678e+00,2.883011896679689379e+00,-4.879032399846421342e+00,-1.966543282914309243e+00,-4.786240389119292615e+00,4.974849927283294448e+00,8.202997634346176348e-01
-2.066237215139433481e+00,4.289494618931156467e+00,7.119423548204495411e-02,-4.530777244759309763e-01,8.787150629618645237e-01,-2.358623557894303779e+00,-1.947117006525667104e+00,-1.283454232758175495e+00,-2.555520006283891199e+00,8.454726611662977120e-01,1.958461339323264161e+00,-4.280527798359988978e+00,4.710833196254638366e+00,2.530706558694548747e+00,3.061631629534082855e+00,2.516404040812905141e+00,-4.199390227287826960e+00,-1.830371697882293702e-01,-5.432704359834394925e-01,1.724726505249298825e+00,-5.126274117567808375e-01,2.043133983839096057e+00,1.816453376026229138e+00,1.971485287527562358e+00,1.186007425615364097e+00,-3.490192667203542154e+00,2.608024563057560474e+00,2.810458221939570400e+00,4.041029859138048685e+00,-2.662313073958940457e+00,-3.233211069276586080e+00,-1.089008768932375748e+00
-1.794353460048397908e+00,3.154769290056261610e+00,1.135258996684316291e+00,2.600017523497488714e+00,-7.233490030303579843e-01,-4.005594370844107743e+00,-3.849649879497537341e+00,-1.265928682628046920e+00,-3.061522324904928372e+00,3.207464986229382475e+00,9.963600842371678201e-01,1.888452590186650015e+00,-8.890038695703816884e-02,-4.118263187578189211e+00,-2.649223633138296563e+00,-3.839791910837797584e-01,-3.014084969460737451e+00,-4.745237642211797002e+00,2.293976982561526157e+00,2.249167472191191397e+00,-1.696082536382972350e+00,3.434941260636554805e+00,-7.155752404892656848e-01,3.646861447635343367e+00,1.570654246228895268e+00,8.103565741809015677e-01,-2.992725119649089827e+00,2.954661047839490795e-01,3.944324184275723510e+00,-1.950060241647839643e+00,3.709456091610533690e+00,4.087452728583881090e+00
-1.701554373181176638e+00,1.830743663365641538e+00,3.992209495659687413e+00,-4.243031182416966196e+00,3.785878632047704251e+00,-3.091606367315193893e+00,3.497689100179306454e+00,1.671187886992039351e+00,-1.556608045499461301e+00,-3.486244300072010027e+00,1.353709614884534007e+00,3.477880437147415904e+00,3.218493747640105429e+00,1.282395971306578009e+00,4.563015097552320931e+00,8.992312707576977093e-01,-3.021672153520806869e+00,-7.066927738350770039e-01,-1.632540012988327183e+00,4.919450119072809713e+00,-1.197635038827352671e+00,4.927008736648179621e+00,1.880425073341418507e-01,-3.277202985228745646e+00,-4.254259287485201213e+00,-1.296943062261123325e+00,-3.765811401852701135e+00,1.345187162918416446e+00,-8.608015427059112490e-01,4.909156325254500963e+00,4.299556236533178755e+00,-3.507639676902499559e+00
-1.051177374631995232e+00,-3.842028903761385283e-01,6.094875512194519729e-01,2.803635232892685014e+00,-1.280609092657625236e-01,-8.000644798975919958e-01,-2.380002952806643535e+00,4.108061390867584706e+00,-4.777284884671958665e+00,3.211218982189646631e+00,-3.115316003335815154e+00,1.857568991725472296e+00,-1.447906106603562559e+00,4.742126278950912877e+00,-3.772278705505800467e+00,-3.124301073827604469e+00,3.894424754644788322e+00,8.340631460822789389e-01,-1.907536153412203728e+00,-4.992356145218119323e+00,-2.724022616777469707e+00,-3.545963658287643039e+00,-2.965661756299093899e+00,3.963225568040046554e+00,3.730943782696405364e+00,2.002894376334497295e+00,-2.950232384779094552e-01,3.271360023322883670e+00,-4.173602914787633011e-02,-1.365113167150947548e+00,-2.243968972391412464e+00,4.247408135383716754e+00
-1.130107657437078306e+00,-7.119126568679745581e-02,-2.455618976855778790e+00,3.849665188380633207e+00,-1.167365431947132715e+00,-2.024252846861247512e+00,2.175949621947543822e+00,-3.091300568276925453e+00,-3.818073706529615308e+00,3.369977822135121759e+00,2.441359213695352359e+00,9.052054764711714441e-01,-2.571084250351293399e+00,1.232471451875840618e+00,1.383553207411729602e+00,-1.724305558876748634e+00,-4.325106569324576711e+00,3.805385975643267304e+00,-4.004326892574161523e-01,2.638727180664298899e+00,-2.461113790572603044e+00,9.138718226751685325e-01,-7.120483965120227854e-01,-1.178993574508604425e+00,-3.732866161530772331e+00,-2.557333367910241684e+00,-4.206584170416810764e+00,-1.971416952824214253e+00,2.417048002315553834e+00,1.150157249710488383e+00,1.724110989339258104e+00,-4.916169204749683885e+00
1.783769722513198763e+00,3.180690542887054661e-02,-2.690915495158208159e+00,-3.251034910180777615e+00,-3.150170344491701968e+00,3.442600050750984408e+00,4.825897893050853149e+00,4.137396248416315814e+00,-1.526305796271871795e+00,2.802245796913637399e+00,4.645459070143065361e-01,3.164423975559377489e+00,-1.627304881109414847e-01,8.995129829940373689e-01,2.872634475242614727e+00,-3.997653568968676296e+00,3.700711684054069917e-01,-1.340166533303457364e+00,1.043068436688722178e+00,4.588025156370004964e+00,-1.071770550030375357e+00,-1.070270020583835580e+00,2.906369935895988021e+00,1.450783990854264127e+00,-1.061159921446235277e+00,1.889550482302514434e+00,-9.599839094562101494e-01,-3.638868457518778854e+00,-4.935673132786555506e-01,-1.655806073027273895e+00,-2.820310699388320685e+00,4.257748016364399035e+00
1.896393990795577356e+00,9.882089062342191976e-01,2.466574721230050393e+00,4.197106177144149797e-01,2.005330726195025726e+00,4.305598192498450771e+00,3.626166945052219148e+00,-3.325581424934787034e+00,-2.368609760761257732e+00,-4.283897205581954637e+00,4.786728051583470034e+00,-2.636159013396244255e+00,1.605983559285987239e+00,-4.103693010725379509e+00,-2.892290579129812578e+00,2.824383518404527393e-02,-3.950463316700719929e+00,-1.111265973052756317e+00,3.798772013968088057e-01,-1.607958151149000425e+00,5.590021112657550528e-01,3.676832194246404395e-01,-1.093895012630942132e+00,1.962700831011029434e+00,1.784824539979240621e+00,1.873031493743898546e+00,6.149125879937422656e-01,-1.419200859870641818e+00,1.131123353670122622e+00,4.357362666081997737e+00,9.688852494597310905e-01,4.795901743594251698e+00
-5.899337959112882501e-01,2.396119625075466608e+00,-4.623961213503998913e+00,2.647266390004860970e+00,1.828158032681237444e-01,-4.946834670388967403e+00,-2.227998952174015113e+00,3.483223251981149016e-01,2.679628782813115784e+00,-4.469074045474749290e+00,4.905344385051968459e-01,3.009945557983559894e+00,1.495830548784788938e+00,4.314470149929107379e+00,-4.252685549852389002e+00,-2.231935373994133887e+00,4.192375042561724996e+00,2.650051482981429452e+00,9.974034447209867427e-01,3.329681438370704072e+00,3.960434915750019602e+00,4.727203528528248988e+00,4.985205070898058644e+00,-3.603506663158965395e+00,-4.294579552563008384e+00,-4.265333456398766820e+00,-4.852562091000530486e+00,4.718200729779260527e+00,-4.052330835427708777e+00,3.417368261858496403e+00,1.851729969076996163e+00,-1.244283251708189209e-01
-1.533051186414218225e+00,-1.463522129329949406e+00,-2.461611176528127665e+00,4.110179736986264487e+00,2.256425454948689513e+00,-4.740742072157301479e+00,-3.847874675288542878e-01,-2.186987274631886358e+00,-4.710338138221015214e+00,3.846818943092944476e+00,2.710053579546822800e+00,-1.702649207557390687e+00,2.965585875367110269e+00,-1.753616777970034013e+00,-1.921175561823532663e+00,4.281090785007261701e+00,4.769161619458501811e+00,2.355530471689282201e-01,4.519351675679249780e+00,3.879964939264646251e+00,1.803256159440869144e-01,-1.272511979025143791e+00,2.103545783196093311e+00,-4.435657535794601536e-01,1.052128951232128573e+00,4.904061968899466883e+00,2.739162499564684605e+00,-1.657235950061737295e+00,-4.110017791776220619e+00,-3.150944097215916173e+00,2.685187589183435364e-01,-8.289758189314200276e-01
3.006596581292396486e+00,4.332023381866817680e+00,-3.221352520486514770e+00,3.600667708762161912e+00,4.573949263266687382e+00,4.594706068497821150e+00,-4.621374122795694817e+00,-4.424164943918262871e+00,-4.942026070823110295e+00,-1.873188438445235748e+00,-4.443015872878953942e+00,-2.061375145294558564e+00,-1.439835139688134813e+00,4.536770184739218337e+00,-2.304907751322204934e-01,-2.217615575786696880e+00,3.005195050954756475e-02,1.433579246491355486e+00,-3.887543274325650167e+00,2.580616581331085513e+00,3.519457712872955391e+00,3.442498595694283292e+00,3.905068324120894996e+00,-1.181576032442388513e+00,-5.619480163348145041e-01,-3.984185240538338224e+00,-2.741930775687648758e+00,4.713204692732110068e+00,-2.153760310312645920e+00,4.073961422409972499e+00,3.905522863783110754e+00,4.225044972603933857e+00
-3.438504355592052697e+00,3.797221435013808932e+00,1.319949504631371395e+00,-2.893718215811975636e+00,-1.548840852199188101e+00,-3.400812114107167883e+00,-5.565184255387278789e-01,-4.162250461545395019e+00,-3.346815095197601675e+00,-3.028036535333307189e+00,1.910273415567041999e+00,7.380286916535294672e-01,3.733231340367320961e+00,-2.553659342807919064e+00,1.296079567189131199e+00,-4.655687346929044068e+00,1.619846107706901517e-01,3.632264817138495250e+00,4.841265438849168490e+00,-4.901270246410814657e+00,-2.471585179231849061e+00,-2.761503296724746370e+00,-4.524624057722395065e+00,-4.898275437382243247e+00,-9.804687755768259905e-02,-4.545178543297058837e+00,-2.216718691530980223e+00,1.399745691089122612e+00,-2.053079584390957724e+00,-2.303452988409485869e+00,9.054652224356707357e-01,-1.194659227903599463e+00
